model,year,price,transmission,mileage,mpg,engine
 3 Series,2016,11998,Manual,49669,67.3,2
 3 Series,2017,20498,Semi-Auto,7926,56.5,3
 3 Series,2017,18298,Semi-Auto,33384,134.5,2
 3 Series,2016,13998,Semi-Auto,38417,67.3,2
 1 Series,2019,19298,Semi-Auto,10040,67.3,2
 3 Series,2019,26498,Semi-Auto,13579,48.7,2
 3 Series,2013,10998,Semi-Auto,74712,42.8,2
 3 Series,2013,10998,Manual,72315,61.4,2
 3 Series,2013,10998,Manual,44602,61.4,2
 X5,2013,16498,Automatic,56003,38.2,3
 5 Series,2015,13498,Semi-Auto,88333,62.8,2
 1 Series,2019,21998,Semi-Auto,4061,54.3,1.5
 2 Series,2017,17998,Semi-Auto,27997,57.6,2
 1 Series,2013,7998,Manual,74772,65.7,2
 X5,2019,45995,Semi-Auto,16644,37.7,3
 X1,2016,19498,Semi-Auto,19850,55.4,2
 4 Series,2018,21498,Semi-Auto,8441,48.7,2
 1 Series,2013,8298,Manual,60741,65.7,2
 3 Series,2019,23498,Semi-Auto,10629,57.7,2
 3 Series,2016,13798,Semi-Auto,46673,74.3,2
 1 Series,2014,16998,Semi-Auto,30954,37.7,3
 1 Series,2015,12498,Semi-Auto,14501,78.5,1.5
 1 Series,2018,17498,Manual,10374,49.6,2
 1 Series,2016,14498,Manual,24382,70.6,1.5
 3 Series,2017,18998,Semi-Auto,28332,134.5,2
 3 Series,2019,20498,Semi-Auto,6160,44.8,2
 3 Series,2019,23298,Semi-Auto,11326,54.3,2
 3 Series,2017,21998,Semi-Auto,21784,56.5,3
 1 Series,2013,6998,Manual,73603,62.8,2
 3 Series,2016,11298,Manual,64308,68.9,2
 X1,2016,19498,Semi-Auto,20153,55.4,2
 3 Series,2017,19498,Semi-Auto,56785,51.4,3
 5 Series,2014,18750,Semi-Auto,34219,47.9,3
 X3,2014,15795,Semi-Auto,63000,54.3,2
 3 Series,2015,13995,Semi-Auto,46316,46.3,2
 X1,2017,17998,Semi-Auto,33534,55.4,2
 3 Series,2016,16295,Manual,16604,64.2,2
 3 Series,2017,17695,Semi-Auto,24909,62.8,2
 1 Series,2018,16998,Manual,19154,49.6,2
 2 Series,2020,30000,Semi-Auto,914,42.2,1.5
 8 Series,2020,63000,Semi-Auto,3000,40.4,3
 X3,2013,14000,Semi-Auto,47111,50.4,2
 X3,2016,21000,Semi-Auto,24002,54.3,2
 1 Series,2020,22000,Manual,2000,44.1,1.5
 1 Series,2014,15000,Semi-Auto,38689,37.7,3
 X4,2020,45500,Semi-Auto,1608,26.9,3
 3 Series,2015,16998,Semi-Auto,31915,53.3,3
 4 Series,2017,19498,Semi-Auto,28912,65.7,2
 5 Series,2017,20998,Semi-Auto,21068,62.8,2
 3 Series,2017,17998,Semi-Auto,34118,60.1,2
 3 Series,2016,17498,Semi-Auto,27146,56.5,3
 4 Series,2017,17410,Automatic,37842,65.7,2
 2 Series,2016,18498,Semi-Auto,18245,55.4,2
 3 Series,2018,22998,Semi-Auto,16360,57.7,2
 3 Series,2019,26698,Semi-Auto,8273,48.7,2
 4 Series,2016,14998,Manual,24711,46.3,2
 3 Series,2016,14995,Manual,43400,58.9,2
 3 Series,2019,23498,Semi-Auto,7516,54.3,2
 4 Series,2019,21998,Semi-Auto,17740,65.7,2
 3 Series,2019,27298,Semi-Auto,8319,48.7,2
 3 Series,2019,26498,Semi-Auto,18526,48.7,2
 X5,2016,24998,Automatic,83269,47.1,3
 1 Series,2019,14698,Manual,14847,72.4,1.5
 X1,2017,17998,Automatic,33358,60.1,2
 1 Series,2018,17498,Semi-Auto,17063,36.7,2
 1 Series,2013,8998,Manual,34750,65.7,2
 X5,2014,27995,Automatic,43946,42.2,3
 X1,2016,19998,Semi-Auto,21621,55.4,2
 5 Series,2018,27498,Semi-Auto,13197,156.9,2
 3 Series,2015,12498,Semi-Auto,87795,60.1,2
 1 Series,2016,13998,Semi-Auto,50525,65.7,2
 1 Series,2016,13498,Semi-Auto,42001,68.9,1.5
 1 Series,2014,11998,Manual,20990,64.2,2
 1 Series,2014,10998,Automatic,56379,48.7,1.6
 3 Series,2015,12498,Manual,50730,68.9,2
 X1,2016,17698,Manual,29018,58.9,2
 3 Series,2013,9998,Semi-Auto,46121,62.8,2
 4 Series,2017,19498,Semi-Auto,16463,65.7,2
 3 Series,2016,17498,Semi-Auto,39239,134.5,2
 5 Series,2018,24498,Semi-Auto,15032,68.9,2
 X1,2016,18498,Semi-Auto,28813,55.4,2
 3 Series,2019,22998,Semi-Auto,6394,54.3,2
 X5,2019,58898,Semi-Auto,100,37.7,3
 3 Series,2017,20998,Semi-Auto,14997,51.4,3
 2 Series,2016,15498,Semi-Auto,14313,51.4,1.5
 5 Series,2014,9998,Semi-Auto,82681,62.8,2
 1 Series,2017,12498,Manual,37919,72.4,1.5
 1 Series,2016,12498,Manual,38276,70.6,1.5
 3 Series,2017,14498,Manual,21105,48.7,2
 3 Series,2019,27498,Semi-Auto,9091,52.3,2
 2 Series,2017,16498,Semi-Auto,25405,64.2,2
 1 Series,2017,21498,Semi-Auto,23699,39.8,3
 3 Series,2019,21998,Semi-Auto,7237,60.1,2
 3 Series,2019,26998,Semi-Auto,15002,48.7,2
 5 Series,2018,25998,Semi-Auto,19479,46.3,2
 3 Series,2019,22898,Automatic,12249,62.8,2
 1 Series,2019,17498,Automatic,10565,72.4,1.5
 3 Series,2018,20998,Semi-Auto,28180,48.7,2
 1 Series,2017,15498,Semi-Auto,40228,60.1,2
 5 Series,2015,11450,Manual,60529,65.7,2
 X6,2016,30998,Semi-Auto,26782,44.8,3
 X2,2019,21998,Manual,5687,41.5,1.5
 6 Series,2015,17498,Semi-Auto,51412,49.6,3
 3 Series,2016,18998,Semi-Auto,28762,51.4,3
 1 Series,2016,14998,Automatic,30300,65.7,2
 i3,2017,19998,Automatic,41949,470.8,0
 3 Series,2017,15998,Semi-Auto,16943,51.4,2
 3 Series,2017,14998,Manual,13309,48.7,2
 3 Series,2019,26498,Semi-Auto,7098,41.5,2
 4 Series,2019,31898,Semi-Auto,4125,50.4,3
 M4,2016,29998,Semi-Auto,26363,34,3
 2 Series,2016,19999,Semi-Auto,29139,39.8,3
 3 Series,2016,17998,Semi-Auto,44888,51.4,3
 3 Series,2016,18998,Semi-Auto,19125,53.3,3
 2 Series,2017,15998,Manual,12248,53.3,1.5
 2 Series,2015,9698,Manual,60891,68.9,2
 2 Series,2018,18498,Semi-Auto,7202,38.2,2
 5 Series,2017,22498,Semi-Auto,19864,65.7,2
 3 Series,2016,14498,Semi-Auto,58872,67.3,2
 X1,2017,19862,Semi-Auto,11000,55.4,2
 X7,2019,68898,Automatic,5203,24.8,3
 5 Series,2016,19998,Semi-Auto,16555,51.4,2
 3 Series,2017,22998,Semi-Auto,19505,51.4,3
 X3,2019,35998,Semi-Auto,2451,54.3,2
 7 Series,2019,48898,Semi-Auto,17501,41.5,3
 X2,2019,24998,Manual,4174,48.7,2
 5 Series,2019,26898,Semi-Auto,4917,65.7,2
 1 Series,2019,21898,Manual,4100,41.5,1.5
 4 Series,2016,18500,Semi-Auto,22566,55.4,3
 1 Series,2015,16314,Manual,17846,35.3,3
 3 Series,2019,29998,Semi-Auto,10171,41.5,2
 5 Series,2017,25498,Semi-Auto,20279,156.9,2
 X5,2016,35498,Automatic,14626,42.8,3
 3 Series,2019,27498,Semi-Auto,14793,48.7,2
 X1,2016,18998,Semi-Auto,20259,55.4,2
 3 Series,2017,21898,Semi-Auto,10305,56.5,3
 1 Series,2016,12498,Manual,22103,72.4,1.5
 3 Series,2016,16998,Semi-Auto,44600,56.5,3
 X1,2017,21498,Semi-Auto,19682,44.8,2
 1 Series,2017,13998,Manual,33094,72.4,1.5
 3 Series,2019,35998,Semi-Auto,9632,49.6,2
 3 Series,2016,12950,Semi-Auto,44635,74.3,2
 3 Series,2017,15127,Semi-Auto,26630,51.4,2
 3 Series,2014,11470,Semi-Auto,49500,62.8,2
 4 Series,2014,13991,Manual,22908,58.9,2
 3 Series,2016,19298,Semi-Auto,32382,49.6,3
 4 Series,2019,21998,Semi-Auto,16616,65.7,2
 3 Series,2016,18998,Automatic,24709,53.3,3
 4 Series,2016,18498,Semi-Auto,36435,52.3,3
 3 Series,2016,13798,Semi-Auto,34860,54.3,1.5
 5 Series,2016,17998,Automatic,28695,53.3,3
 X1,2016,19998,Automatic,13085,55.4,2
 3 Series,2018,19998,Semi-Auto,16159,48.7,2
 4 Series,2017,17998,Automatic,43111,65.7,2
 4 Series,2017,21998,Automatic,13941,48.7,2
 4 Series,2017,19998,Semi-Auto,13273,65.7,2
 5 Series,2018,25998,Semi-Auto,24141,156.9,2
 X4,2019,33998,Semi-Auto,9064,42.8,2
 5 Series,2018,28998,Semi-Auto,26471,39.2,3
 5 Series,2019,27898,Semi-Auto,11871,62.8,2
 5 Series,2017,22998,Semi-Auto,20033,65.7,2
 1 Series,2020,29998,Semi-Auto,934,48.7,2
 4 Series,2019,24998,Semi-Auto,3214,65.7,2
 3 Series,2019,21998,Semi-Auto,11300,55.4,2
 4 Series,2018,20998,Semi-Auto,23358,65.7,2
 3 Series,2016,13998,Semi-Auto,66362,62.8,2
 4 Series,2018,21998,Semi-Auto,15600,65.7,2
 3 Series,2018,16291,Semi-Auto,25329,51.4,1.5
 3 Series,2014,11891,Semi-Auto,54335,62.8,2
 1 Series,2015,10991,Semi-Auto,45000,72.4,1.5
 3 Series,2017,17498,Automatic,58080,134.5,2
 4 Series,2017,19998,Semi-Auto,8333,48.7,2
 5 Series,2016,17498,Semi-Auto,19218,62.8,2
 X1,2016,18797,Automatic,13505,57.6,2
 3 Series,2016,16747,Semi-Auto,25513,56.5,3
 3 Series,2017,19047,Automatic,16844,56.5,3
 3 Series,2017,14050,Manual,20829,48.7,2
 5 Series,2016,13991,Semi-Auto,44002,68.9,2
 1 Series,2016,14991,Manual,7000,65.7,2
 1 Series,2016,13491,Manual,24000,65.7,2
 1 Series,2017,12491,Manual,19167,68.9,2
 2 Series,2015,11679,Manual,46200,54.3,1.5
 3 Series,2013,10170,Manual,49102,57.6,2
 2 Series,2017,15750,Semi-Auto,18652,65.7,2
 1 Series,2016,13895,Semi-Auto,31453,67.3,2
 1 Series,2018,13295,Manual,18712,50.4,2
 5 Series,2015,17000,Semi-Auto,40750,50.4,3
 3 Series,2015,13000,Manual,61443,39.8,2
 2 Series,2018,16998,Manual,5898,42.2,1.5
 2 Series,2015,18998,Semi-Auto,24859,37.2,3
 2 Series,2019,16998,Manual,3935,40.9,1.5
 3 Series,2017,18995,Semi-Auto,23505,64.2,2
 2 Series,2014,11999,Manual,31289,62.8,2
 2 Series,2014,11999,Manual,31289,62.8,2
 2 Series,2018,17498,Semi-Auto,5346,39.8,1.5
 X1,2017,18998,Semi-Auto,32217,55.4,2
 3 Series,2014,12998,Manual,31826,57.6,2
 X4,2016,20998,Semi-Auto,62862,47.9,3
 3 Series,2017,14498,Semi-Auto,38328,51.4,2
 5 Series,2018,25998,Semi-Auto,30810,60.1,3
 1 Series,2019,19498,Semi-Auto,9739,67.3,2
 X1,2017,18998,Semi-Auto,28686,57.6,2
 2 Series,2018,14998,Manual,20001,50.4,1.5
 8 Series,2019,69898,Automatic,4075,26.7,3
 3 Series,2019,29998,Semi-Auto,8765,41.5,2
 8 Series,2019,84898,Semi-Auto,3185,24.4,4.4
 M4,2019,44898,Semi-Auto,8124,34,3
 X5,2016,32998,Automatic,12525,47.1,3
 5 Series,2019,30998,Semi-Auto,11675,56.5,3
 2 Series,2018,17998,Semi-Auto,5877,40.9,1.5
 3 Series,2019,25898,Semi-Auto,11917,52.3,2
 3 Series,2019,28898,Semi-Auto,1250,42.2,2
 3 Series,2017,19898,Semi-Auto,40238,53.3,3
 5 Series,2017,23898,Semi-Auto,11896,65.7,2
 1 Series,2017,17498,Semi-Auto,17640,65.7,2
 2 Series,2016,12498,Manual,16793,57.6,1.5
 3 Series,2017,17998,Semi-Auto,32000,62.8,2
 7 Series,2018,25998,Semi-Auto,22892,41.5,3
 8 Series,2019,67898,Semi-Auto,7903,38.2,3
 1 Series,2017,20498,Semi-Auto,16875,39.8,3
 4 Series,2019,21998,Semi-Auto,11032,65.7,2
 1 Series,2018,15498,Manual,5953,53.3,1.5
 1 Series,2017,13698,Semi-Auto,12102,78.5,1.5
 5 Series,2017,23998,Semi-Auto,13970,65.7,2
 6 Series,2016,22798,Semi-Auto,19366,36.7,3
 M4,2018,36498,Semi-Auto,7732,34,3
 X1,2017,19498,Semi-Auto,18798,55.4,2
 2 Series,2017,15998,Semi-Auto,30330,64.2,2
 4 Series,2018,19498,Semi-Auto,27198,65.7,2
 1 Series,2017,14498,Manual,28831,65.7,2
 X1,2014,9998,Semi-Auto,68647,52.3,2
 1 Series,2017,20250,Semi-Auto,20336,39.8,3
 6 Series,2016,18737,Automatic,37868,51.4,3
 3 Series,2017,20498,Automatic,17521,53.3,3
 3 Series,2016,17298,Semi-Auto,27985,134.5,2
 1 Series,2014,9460,Manual,53872,65.7,2
 3 Series,2013,10850,Automatic,73271,55.4,3
 X5,2015,23491,Automatic,43271,47.9,2
 2 Series,2018,16798,Manual,14534,57.7,1.5
 3 Series,2019,23498,Automatic,9117,54.3,2
 5 Series,2016,17498,Semi-Auto,29823,51.4,3
 1 Series,2015,11950,Semi-Auto,67500,67.3,2
 X4,2016,21995,Automatic,38900,54.3,2
 1 Series,2016,13950,Semi-Auto,40000,67.3,2
 3 Series,2015,15195,Semi-Auto,56000,56.5,2
 5 Series,2014,15495,Semi-Auto,51565,51.4,2
 X2,2019,23890,Semi-Auto,5743,38.7,2
 1 Series,2016,11498,Manual,68985,68.9,2
 3 Series,2018,17498,Semi-Auto,16149,51.4,1.5
 M2,2019,48898,Semi-Auto,25,29.1,3
 5 Series,2017,24498,Semi-Auto,20657,60.1,2
 X1,2016,16998,Manual,13612,60.1,2
 X5,2019,58898,Semi-Auto,10,37.7,3
 X4,2020,43898,Semi-Auto,2679,26.9,3
 1 Series,2016,18998,Manual,24997,36.2,3
 X5,2019,49998,Semi-Auto,7101,37.7,3
 2 Series,2015,19898,Semi-Auto,11711,37.2,3
 5 Series,2017,23898,Semi-Auto,46954,60.1,3
 M4,2019,45898,Semi-Auto,25,34,3
 1 Series,2016,17898,Manual,26447,35.3,3
 X1,2016,20998,Semi-Auto,26821,44.8,2
 1 Series,2017,15498,Manual,19217,52.3,1.5
 i3,2017,19998,Automatic,41146,470.8,0
 3 Series,2017,19998,Semi-Auto,24059,53.3,3
 i3,2017,21898,Automatic,10839,470.8,0
 3 Series,2019,26898,Semi-Auto,10707,52.3,2
 3 Series,2019,23298,Semi-Auto,10785,54.3,2
 3 Series,2019,29998,Semi-Auto,10035,41.5,2
 M4,2019,47898,Semi-Auto,5650,32.5,3
 2 Series,2019,23898,Automatic,6375,61.4,2
 4 Series,2019,30898,Semi-Auto,6123,49.6,3
 6 Series,2014,17898,Semi-Auto,64215,49.6,3
 X2,2019,27898,Semi-Auto,3770,50.4,2
 X5,2018,36898,Automatic,33012,29.1,4.4
 3 Series,2017,19898,Semi-Auto,30824,134.5,2
 M4,2019,40950,Semi-Auto,19322,34,3
 X1,2017,17900,Manual,34625,60.1,2
 4 Series,2015,13995,Manual,33755,44.8,2
 3 Series,2013,10200,Manual,56423,40.4,2
 5 Series,2017,21440,Semi-Auto,34779,62.8,2
 5 Series,2016,18385,Semi-Auto,45356,51.4,3
 4 Series,2018,21840,Semi-Auto,10291,65.7,2
 3 Series,2015,16480,Semi-Auto,57377,51.4,3
 5 Series,2016,15485,Semi-Auto,50492,62.8,2
 5 Series,2019,26798,Semi-Auto,16128,60.1,2
 3 Series,2019,32995,Manual,612,54.3,2
 4 Series,2016,23990,Semi-Auto,22254,41.5,3
 2 Series,2016,21490,Semi-Auto,20348,39.8,3
 X3,2019,39500,Semi-Auto,1704,54.3,2
 X3,2019,39500,Semi-Auto,105,54.3,2
 X3,2019,36900,Semi-Auto,2367,54.3,2
 X2,2018,23900,Semi-Auto,3391,61.4,2
 3 Series,2018,20000,Semi-Auto,17892,60.1,2
 X7,2019,74990,Semi-Auto,9200,31.4,3
 X5,2019,54900,Semi-Auto,10,37.7,3
 X1,2017,17790,Semi-Auto,36885,60.1,2
 6 Series,2019,32000,Semi-Auto,2500,42.8,2
 X1,2017,21998,Semi-Auto,5020,60.1,2
 1 Series,2016,13998,Manual,19188,70.6,1.5
 1 Series,2019,16500,Manual,5450,72.4,1.5
 3 Series,2019,34000,Semi-Auto,4650,47.9,3
 5 Series,2019,29000,Semi-Auto,4727,62.8,2
 3 Series,2019,32990,Semi-Auto,5400,49.6,2
 3 Series,2019,30000,Manual,5385,54.3,2
 7 Series,2016,33000,Semi-Auto,18190,40.4,3
 3 Series,2019,35000,Semi-Auto,7685,48.7,2
 1 Series,2017,14898,Manual,28133,65.7,2
 5 Series,2019,29998,Semi-Auto,5000,62.8,2
 4 Series,2019,28898,Semi-Auto,5000,48.7,2
 3 Series,2019,26498,Semi-Auto,16151,48.7,2
 X5,2014,18998,Automatic,84512,47.9,2
 1 Series,2013,6998,Manual,57125,49.6,1.6
 X2,2018,22898,Semi-Auto,21150,38.7,2
 3 Series,2016,18898,Automatic,13493,44.1,2
 X1,2017,19498,Automatic,27490,57.6,2
 5 Series,2019,29898,Semi-Auto,7730,60.1,2
 1 Series,2019,25898,Manual,3000,41.5,1.5
 3 Series,2019,29998,Manual,5000,54.3,2
 3 Series,2018,21898,Semi-Auto,6425,48.7,2
 X3,2019,53898,Semi-Auto,6520,24.8,3
 3 Series,2019,23898,Automatic,11603,52.3,2
 1 Series,2019,19598,Semi-Auto,11308,67.3,2
 1 Series,2019,18998,Semi-Auto,10974,48.7,2
 1 Series,2016,15498,Semi-Auto,35340,65.7,2
 4 Series,2019,29990,Semi-Auto,10013,49.6,3
 4 Series,2019,29990,Semi-Auto,6644,49.6,3
 1 Series,2019,33500,Semi-Auto,5354,48.7,2
 6 Series,2018,28495,Semi-Auto,21525,49.6,3
 X1,2015,16900,Semi-Auto,42530,57.6,2
 5 Series,2019,25500,Automatic,1032,65.7,2
 X2,2018,23750,Semi-Auto,15093,58.9,2
 3 Series,2019,26390,Semi-Auto,5288,57.7,2
 4 Series,2019,25000,Semi-Auto,10996,60.1,2
 1 Series,2019,18990,Manual,6615,70.6,1.5
 1 Series,2019,18900,Manual,5379,70.6,1.5
 M3,2017,38000,Semi-Auto,14894,34,3
 X2,2019,23000,Semi-Auto,929,40.4,2
 3 Series,2017,19990,Semi-Auto,25212,62.8,2
 X4,2019,44000,Semi-Auto,3253,26.9,3
 4 Series,2019,27000,Semi-Auto,1400,65.7,2
 1 Series,2019,34990,Semi-Auto,4020,48.7,2
 X1,2019,28500,Manual,105,68.9,2
 X1,2019,31490,Manual,105,60.1,2
 X1,2019,30900,Semi-Auto,678,65.7,2
 X1,2016,19850,Semi-Auto,14542,60.1,2
 X1,2016,18490,Manual,19064,60.1,2
 5 Series,2018,27990,Semi-Auto,18327,60.1,3
 X1,2019,22500,Manual,1272,54.3,1.5
 X4,2018,34000,Semi-Auto,935,42.8,2
 X1,2016,19000,Semi-Auto,15605,60.1,2
 1 Series,2019,25490,Semi-Auto,5379,39.8,3
 X3,2016,21000,Semi-Auto,15989,54.3,2
 X3,2016,19490,Semi-Auto,43688,54.3,2
 2 Series,2018,16998,Manual,12792,51.4,2
 3 Series,2017,20898,Semi-Auto,17131,64.2,2
 X4,2019,33898,Semi-Auto,10792,42.8,2
 X3,2017,24500,Semi-Auto,12674,54.3,2
 2 Series,2019,22500,Semi-Auto,5058,50.4,2
 3 Series,2018,24990,Semi-Auto,13271,53.3,3
 i8,2019,67500,Automatic,6000,141.2,1.5
 X1,2016,19295,Semi-Auto,13049,57.6,2
 2 Series,2015,14998,Semi-Auto,29809,68.9,2
 7 Series,2019,48898,Semi-Auto,5000,34.5,3
 2 Series,2016,14998,Semi-Auto,32274,51.4,1.5
 1 Series,2013,10998,Semi-Auto,41501,64.2,2
 3 Series,2016,13998,Manual,47274,41.5,2
 3 Series,2016,13498,Semi-Auto,45341,74.3,2
 X3,2015,16998,Semi-Auto,73312,54.3,2
 2 Series,2019,27500,Automatic,3286,39.8,3
 2 Series,2019,22000,Manual,3266,52.3,1.5
 2 Series,2019,22000,Manual,2560,52.3,1.5
 2 Series,2019,21500,Manual,4067,52.3,1.5
 5 Series,2019,30000,Semi-Auto,5479,50.4,2
 5 Series,2019,36500,Semi-Auto,4971,55.4,2
 2 Series,2019,22990,Manual,3205,52.3,1.5
 3 Series,2019,32990,Semi-Auto,9503,49.6,2
 i8,2017,48898,Automatic,36127,134.5,1.5
 X1,2016,20900,Semi-Auto,15537,44.8,2
 2 Series,2016,15490,Manual,7390,44.8,2
 1 Series,2019,21900,Manual,917,44.8,1.5
 1 Series,2019,22900,Manual,969,68.9,2
 7 Series,2019,47000,Semi-Auto,5113,44.1,3
 X3,2019,33990,Semi-Auto,11,54.3,2
 3 Series,2017,23500,Semi-Auto,21798,49.6,3
 3 Series,2019,22000,Semi-Auto,10300,55.4,2
 X5,2019,52500,Semi-Auto,5597,37.7,3
 5 Series,2019,26000,Semi-Auto,12209,62.8,2
 1 Series,2019,23000,Semi-Auto,1956,60.1,2
 3 Series,2019,24898,Semi-Auto,13125,52.3,2
 1 Series,2016,15498,Manual,20233,62.8,2
 1 Series,2017,14998,Semi-Auto,48972,65.7,2
 X5,2017,36898,Automatic,28193,29.1,4.4
 7 Series,2019,46898,Semi-Auto,7200,42.2,3
 M5,2019,62898,Semi-Auto,4200,26.9,4.4
 4 Series,2016,21898,Semi-Auto,10000,52.3,3
 2 Series,2018,21498,Semi-Auto,1749,47.1,2
 3 Series,2018,25990,Semi-Auto,8344,53.3,3
 X6,2019,64900,Semi-Auto,7200,33.2,3
 4 Series,2020,27490,Semi-Auto,100,60.1,2
 4 Series,2020,28990,Semi-Auto,100,52.3,3
 4 Series,2020,30750,Semi-Auto,100,50.4,3
 3 Series,2016,16690,Semi-Auto,30271,53.3,3
 2 Series,2017,16998,Semi-Auto,25544,64.2,2
 5 Series,2017,23998,Semi-Auto,13373,65.7,2
 4 Series,2019,21998,Semi-Auto,17417,65.7,2
 2 Series,2019,16998,Manual,7201,42.8,1.5
 2 Series,2017,16798,Semi-Auto,23843,64.2,2
 3 Series,2016,11998,Semi-Auto,78980,70.6,2
 1 Series,2019,17998,Manual,6047,56.5,1.5
 3 Series,2019,23298,Semi-Auto,14320,54.3,2
 5 Series,2017,24298,Semi-Auto,13863,60.1,2
 2 Series,2018,19990,Semi-Auto,5600,49.6,2
 8 Series,2019,72990,Semi-Auto,8200,26.7,4.4
 7 Series,2019,42990,Semi-Auto,9931,44.1,3
 5 Series,2013,12791,Semi-Auto,55642,55.4,2
 1 Series,2017,14991,Manual,20847,52.3,1.5
 2 Series,2016,14498,Manual,16735,74.3,1.5
 3 Series,2018,16998,Semi-Auto,21879,51.4,1.5
 2 Series,2016,20990,Semi-Auto,21924,37.2,3
 3 Series,2015,15990,Manual,43574,39.8,2
 X2,2019,24500,Semi-Auto,10112,61.4,2
 X4,2019,35490,Semi-Auto,6250,42.8,2
 X3,2019,38900,Semi-Auto,3302,48.7,3
 3 Series,2018,17620,Automatic,20461,60.1,2
 3 Series,2017,19991,Semi-Auto,27123,62.8,2
 2 Series,2015,11991,Manual,52656,62.8,2
 3 Series,2016,19998,Semi-Auto,26711,51.4,3
 3 Series,2017,15998,Semi-Auto,15931,51.4,2
 X1,2016,18998,Manual,10935,58.9,2
 3 Series,2019,26998,Semi-Auto,13268,48.7,2
 2 Series,2019,20498,Semi-Auto,6195,47.9,2
 2 Series,2015,11998,Semi-Auto,30738,68.9,2
 2 Series,2019,18498,Semi-Auto,4079,39.8,1.5
 X3,2015,14998,Semi-Auto,34348,55.4,2
 3 Series,2018,21998,Semi-Auto,14008,62.8,2
 1 Series,2016,18498,Semi-Auto,36523,39.8,3
 3 Series,2015,15998,Semi-Auto,47812,51.4,3
 Z4,2014,13498,Manual,22080,41.5,2
 5 Series,2015,17998,Semi-Auto,41858,48.7,3
 X4,2019,33998,Semi-Auto,4231,42.8,2
 1 Series,2019,18998,Manual,12250,70.6,1.5
 1 Series,2019,21898,Manual,4100,41.5,1.5
 3 Series,2018,20140,Automatic,2674,64.2,2
 4 Series,2018,22991,Semi-Auto,10990,65.7,2
 X5,2015,19991,Automatic,62839,47.9,3
 1 Series,2016,16998,Manual,21076,35.3,3
 3 Series,2017,11498,Manual,51299,52.3,1.5
 2 Series,2015,14298,Semi-Auto,25970,58.9,2
 3 Series,2019,26498,Semi-Auto,11504,41.5,2
 1 Series,2016,14998,Semi-Auto,25253,54.3,1.5
 X3,2015,18298,Semi-Auto,58779,54.3,2
 5 Series,2019,27698,Automatic,8722,60.1,2
 3 Series,2015,12498,Manual,32082,52.3,1.5
 Z4,2015,13498,Semi-Auto,48444,41.5,2
 2 Series,2019,18298,Semi-Auto,1230,50.4,2
 2 Series,2017,10000,Manual,51493,55.4,1.5
 3 Series,2015,13991,Manual,37373,64.2,2
 3 Series,2016,17750,Manual,15082,41.5,2
 3 Series,2018,21490,Semi-Auto,18385,48.7,2
 X1,2013,7998,Manual,64698,51.4,2
 X1,2016,17998,Manual,14300,58.9,2
 4 Series,2015,13198,Manual,62477,62.8,2
 2 Series,2017,16498,Semi-Auto,24354,64.2,2
 X6,2017,30998,Semi-Auto,21756,47.1,3
 2 Series,2019,24998,Semi-Auto,8555,46.3,2
 3 Series,2017,13998,Manual,37323,67.3,2
 3 Series,2013,8490,Manual,68578,61.4,2
 4 Series,2018,21500,Semi-Auto,768,65.7,2
 2 Series,2015,15500,Semi-Auto,25180,68.9,2
 5 Series,2017,22000,Semi-Auto,30109,65.7,2
 3 Series,2017,18998,Semi-Auto,30355,64.2,2
 1 Series,2017,13995,Semi-Auto,18124,70.6,2
 X3,2014,14495,Semi-Auto,44000,50.4,2
 3 Series,2013,7495,Manual,83000,62.8,2
 X3,2017,20495,Semi-Auto,33275,54.3,2
 3 Series,2019,29998,Semi-Auto,4918,52.3,2
 2 Series,2017,16498,Semi-Auto,27811,64.2,2
 2 Series,2017,17498,Semi-Auto,19307,64.2,2
 2 Series,2017,17498,Semi-Auto,21809,64.2,2
 2 Series,2017,16798,Semi-Auto,25884,64.2,2
 X3,2016,20998,Semi-Auto,25574,54.3,2
 3 Series,2018,19998,Semi-Auto,4807,64.2,2
 X3,2016,16998,Semi-Auto,63589,54.3,2
 1 Series,2016,14298,Manual,22265,70.6,1.5
 1 Series,2016,12998,Semi-Auto,31879,78.5,1.5
 4 Series,2017,16998,Semi-Auto,64473,58.9,2
 2 Series,2016,11698,Manual,36250,65.7,2
 2 Series,2015,14498,Semi-Auto,19236,47.9,2
 X1,2017,18698,Semi-Auto,41384,55.4,2
 X5,2015,23421,Automatic,31526,47.9,3
 3 Series,2017,21998,Semi-Auto,30963,53.3,3
 5 Series,2018,22498,Semi-Auto,31660,62.8,2
 2 Series,2017,17298,Semi-Auto,23752,64.2,2
 1 Series,2015,11995,Manual,38000,52.3,1.5
 5 Series,2016,16498,Semi-Auto,32298,62.8,2
 1 Series,2015,16990,Automatic,35046,37.7,3
 3 Series,2017,19547,Automatic,29184,51.4,3
 3 Series,2016,15230,Automatic,46871,56.5,3
 1 Series,2016,17600,Semi-Auto,31179,37.7,3
 X1,2016,16597,Automatic,47277,55.4,2
 3 Series,2017,20197,Automatic,33443,53.3,3
 4 Series,2016,16380,Automatic,39563,65.7,2
 3 Series,2016,14991,Semi-Auto,20923,70.6,2
 2 Series,2018,19995,Automatic,12272,47.9,2
 1 Series,2013,9990,Manual,29000,48.7,2
 3 Series,2017,19995,Semi-Auto,34634,53.3,3
 X1,2017,19798,Semi-Auto,21700,55.4,2
